date,NO2(t-2),NO2(t-1),NO2(t)
2024-07-22,0.13418783078414273,0.16143350403409742,0.1680562420697934
2024-07-23,0.16143350403409742,0.1680562420697934,0.18269423065787024
2024-07-24,0.1680562420697934,0.18269423065787024,0.2755659751652745
2024-07-25,0.18269423065787024,0.2755659751652745,0.288054729634472
2024-07-26,0.2755659751652745,0.288054729634472,0.10680768150995287
2024-07-27,0.288054729634472,0.10680768150995287,0.0829774030190554
2024-07-28,0.10680768150995287,0.0829774030190554,0.12732268161868207
2024-07-29,0.0829774030190554,0.12732268161868207,0.1592946694351481
2024-07-30,0.12732268161868207,0.1592946694351481,0.18068116763916173
2024-07-31,0.1592946694351481,0.18068116763916173,0.133135264982822
2024-08-01,0.18068116763916173,0.133135264982822,0.08374721182915004
2024-08-02,0.133135264982822,0.08374721182915004,0.09388159744933525
2024-08-03,0.08374721182915004,0.09388159744933525,0.07366497651815887
2024-08-04,0.09388159744933525,0.07366497651815887,0.15240333058293262
2024-08-05,0.07366497651815887,0.15240333058293262,0.20807296865154049
2024-08-06,0.15240333058293262,0.20807296865154049,0.17504875099474995
2024-08-07,0.20807296865154049,0.17504875099474995,0.2713211079773755
2024-08-08,0.17504875099474995,0.2713211079773755,0.1815847500095901
2024-08-09,0.2713211079773755,0.1815847500095901,0.11756640482884681
2024-08-10,0.1815847500095901,0.11756640482884681,0.095494546192438
2024-08-11,0.11756640482884681,0.095494546192438,0.12855061906005685
2024-08-12,0.095494546192438,0.12855061906005685,0.16138539289233586
2024-08-13,0.12855061906005685,0.16138539289233586,0.1942201667246148
2024-08-14,0.16138539289233586,0.1942201667246148,0.12395393962524345
2024-08-15,0.1942201667246148,0.12395393962524345,0.28006768453482345
2024-08-16,0.12395393962524345,0.28006768453482345,0.22410624906999885
2024-08-17,0.28006768453482345,0.22410624906999885,0.14821165212912527
2024-08-18,0.22410624906999885,0.14821165212912527,0.1471601247527021
2024-08-19,0.14821165212912527,0.1471601247527021,0.26075282873050476
2024-08-20,0.1471601247527021,0.26075282873050476,0.26135670335034955
2024-08-21,0.26075282873050476,0.26135670335034955,0.222466530343875
2024-08-22,0.26135670335034955,0.222466530343875,0.41847126079687014
2024-08-23,0.222466530343875,0.41847126079687014,0.19858967544213071
2024-08-24,0.41847126079687014,0.19858967544213071,0.12898472648010365
2024-08-25,0.19858967544213071,0.12898472648010365,0.1286682054087521
2024-08-26,0.12898472648010365,0.1286682054087521,0.1597474837743055
2024-08-27,0.1286682054087521,0.1597474837743055,0.2294678047966434
2024-08-28,0.1597474837743055,0.2294678047966434,0.25845479443218555
2024-08-29,0.2294678047966434,0.25845479443218555,0.28744184515154525
2024-08-30,0.25845479443218555,0.28744184515154525,0.12348687748565321
2024-08-31,0.28744184515154525,0.12348687748565321,0.27631619134090457
2024-09-01,0.12348687748565321,0.27631619134090457,0.12594918144019515
2024-09-02,0.27631619134090457,0.12594918144019515,0.14418303692614495
2024-09-03,0.12594918144019515,0.14418303692614495,0.12378602021092486
2024-09-04,0.14418303692614495,0.12378602021092486,0.0842847646941399
2024-09-05,0.12378602021092486,0.0842847646941399,0.17445011431225602
2024-09-06,0.0842847646941399,0.17445011431225602,0.18175248617245618
2024-09-07,0.17445011431225602,0.18175248617245618,0.08418609905791649
2024-09-08,0.18175248617245618,0.08418609905791649,0.08000124672071521
2024-09-09,0.08418609905791649,0.08000124672071521,0.11873032642947737
2024-09-10,0.08000124672071521,0.11873032642947737,0.1633656615365219
2024-09-11,0.11873032642947737,0.1633656615365219,0.219866299129409
2024-09-12,0.1633656615365219,0.219866299129409,0.1873785806417563
2024-09-13,0.219866299129409,0.1873785806417563,0.1490345427766309
2024-09-14,0.1873785806417563,0.1490345427766309,0.20849198836866376
2024-09-15,0.1490345427766309,0.20849198836866376,0.1574532977564891
2024-09-16,0.20849198836866376,0.1574532977564891,0.33360710082275014
2024-09-17,0.1574532977564891,0.33360710082275014,0.24824632941232236
2024-09-18,0.33360710082275014,0.24824632941232236,0.42714502544385335
2024-09-19,0.24824632941232236,0.42714502544385335,1.0
2024-09-20,0.42714502544385335,1.0,0.2792234909059633
2024-09-21,1.0,0.2792234909059633,0.2564184737499624
2024-09-22,0.2792234909059633,0.2564184737499624,0.22367078253501257
2024-09-23,0.2564184737499624,0.22367078253501257,0.25101443422824377
2024-09-24,0.22367078253501257,0.25101443422824377,0.2783579942957487
2024-09-25,0.25101443422824377,0.2783579942957487,0.31709309076053505
2024-09-26,0.2783579942957487,0.31709309076053505,0.35408132748329546
2024-09-27,0.31709309076053505,0.35408132748329546,0.2959822790958715
2024-09-28,0.35408132748329546,0.2959822790958715,0.23153136886147338
2024-09-29,0.2959822790958715,0.23153136886147338,0.210761878298068
2024-09-30,0.23153136886147338,0.210761878298068,0.20764277059581396
2024-10-01,0.210761878298068,0.20764277059581396,0.19856098131885822
2024-10-02,0.20764277059581396,0.19856098131885822,0.2195562376717585
2024-10-03,0.19856098131885822,0.2195562376717585,0.19962887915837244
2024-10-04,0.2195562376717585,0.19962887915837244,0.19341792240742564
2024-10-05,0.19962887915837244,0.19341792240742564,0.15920705996989296
2024-10-06,0.19341792240742564,0.15920705996989296,0.10928553129604959
2024-10-07,0.15920705996989296,0.10928553129604959,0.145361435391524
2024-10-08,0.10928553129604959,0.145361435391524,0.12055531237409098
2024-10-09,0.145361435391524,0.12055531237409098,0.10420028821788449
2024-10-10,0.12055531237409098,0.10420028821788449,0.14945273786221788
2024-10-11,0.10420028821788449,0.14945273786221788,0.06422497646440511
2024-10-12,0.14945273786221788,0.06422497646440511,0.15886018024124196
2024-10-13,0.06422497646440511,0.15886018024124196,0.2684540015642344
2024-10-14,0.15886018024124196,0.2684540015642344,0.2874660343432769
2024-10-15,0.2684540015642344,0.2874660343432769,0.2917776356017989
2024-10-16,0.2874660343432769,0.2917776356017989,0.27435708060400654
2024-10-17,0.2917776356017989,0.27435708060400654,0.5389798135086618
2024-10-18,0.27435708060400654,0.5389798135086618,0.28579891952500247
2024-10-19,0.5389798135086618,0.28579891952500247,0.21290734049121648
2024-10-20,0.28579891952500247,0.21290734049121648,0.2608366815409834
2024-10-21,0.21290734049121648,0.2608366815409834,0.2995082508355654
